data_zamowienia,produkt,kategoria,miasto,ilosc,cena_jednostkowa,wartosc_zamowienia
2024-07-21,Półka,Meble,Poznań,4,1162.66,4650.64
2024-07-21,Ekspres,AGD,Białystok,4,360.94,1443.76
2024-07-22,Tablet,Elektronika,Gdańsk,4,921.43,3685.72
2024-07-22,Krem,Kosmetyki,Warszawa,5,167.35,836.75
2024-07-22,Słownik,Książki,Kraków,5,60.63,303.15
2024-07-22,Smartphone,Elektronika,Szczecin,3,3652.1,10956.3
2024-07-23,Koszulka,Odzież,Szczecin,4,327.76,1311.04
2024-07-23,Hantle,Sport,Gdańsk,2,76.62,153.24
2024-07-23,Mikser,AGD,Szczecin,3,221.58,664.74
2024-07-24,Poradnik,Książki,Białystok,5,22.85,114.25
2024-07-24,Laptop,Elektronika,Białystok,4,1320.68,5282.72
2024-07-24,Hantle,Sport,Kraków,3,1648.95,4946.85
2024-07-24,Krem,Kosmetyki,Kraków,3,76.69,230.07
2024-07-24,Rower,Sport,Lublin,1,1614.55,1614.55
2024-07-25,Kurtka,Odzież,Białystok,2,283.08,566.16
2024-07-25,Półka,Meble,Gdańsk,1,243.48,243.48
2024-07-25,Mata do jogi,Sport,Kraków,4,1114.48,4457.92
2024-07-25,Biurko,Meble,Białystok,3,171.18,513.54
2024-07-26,Krem,Kosmetyki,Poznań,1,160.74,160.74
2024-07-26,Krzesło,Meble,Białystok,4,1786.42,7145.68
2024-07-26,Buty,Odzież,Gdańsk,2,207.54,415.08
2024-07-26,Atlas,Książki,Wrocław,1,27.29,27.29
2024-07-27,Klocki,Zabawki,Łódź,2,80.0,160.0
2024-07-27,Biurko,Meble,Kraków,4,561.69,2246.76
2024-07-27,Koszulka,Odzież,Katowice,2,107.66,215.32
2024-07-27,Laptop,Elektronika,Lublin,5,1409.68,7048.4
2024-07-28,Powieść,Książki,Poznań,5,55.9,279.5
2024-07-29,Lalka,Zabawki,Gdańsk,3,26.94,80.82
2024-07-29,Bluza,Odzież,Warszawa,3,194.13,582.39
2024-07-29,Komoda,Meble,Warszawa,1,1848.76,1848.76
2024-07-29,Plecak,Sport,Lublin,4,1305.14,5220.56
2024-07-29,Serum,Kosmetyki,Lublin,2,148.65,297.3
2024-07-29,Laptop,Elektronika,Katowice,1,3360.42,3360.42
2024-07-30,Auto wyścigowe,Zabawki,Lublin,2,146.44,292.88
2024-07-30,Żelazko,AGD,Gdańsk,3,1117.91,3353.73
2024-07-30,Tablet,Elektronika,Lublin,5,3700.84,18504.2
2024-07-31,Atlas,Książki,Szczecin,5,57.71,288.55
2024-07-31,Koszulka,Odzież,Białystok,4,266.95,1067.8
2024-07-31,Mikser,AGD,Poznań,3,219.33,657.99
2024-08-01,Krem,Kosmetyki,Poznań,4,79.37,317.48
2024-08-01,Smartphone,Elektronika,Warszawa,2,3670.27,7340.54
2024-08-01,Auto wyścigowe,Zabawki,Gdańsk,2,82.86,165.72
2024-08-02,Mikser,AGD,Warszawa,3,174.04,522.12
2024-08-02,Serum,Kosmetyki,Poznań,4,108.26,433.04
2024-08-02,Mikser,AGD,Łódź,2,798.28,1596.56
2024-08-02,Smartphone,Elektronika,Lublin,5,2332.73,11663.65
2024-08-03,Szafa,Meble,Gdańsk,3,1190.53,3571.59
2024-08-03,Odkurzacz,AGD,Wrocław,5,1154.49,5772.45
2024-08-04,Słownik,Książki,Kraków,3,34.48,103.44
2024-08-04,Lalka,Zabawki,Wrocław,2,245.64,491.28
2024-08-04,Suszarka,AGD,Lublin,5,1194.83,5974.15
2024-08-04,Odkurzacz,AGD,Katowice,5,471.08,2355.4
2024-08-04,Koszulka,Odzież,Lublin,3,277.23,831.69
2024-08-04,Bluza,Odzież,Łódź,4,80.51,322.04
2024-08-04,Smartphone,Elektronika,Lublin,1,2843.27,2843.27
2024-08-05,Ekspres,AGD,Kraków,1,393.78,393.78
2024-08-06,Hantle,Sport,Szczecin,2,154.33,308.66
2024-08-06,Perfumy,Kosmetyki,Białystok,3,113.22,339.66
2024-08-06,Ekspres,AGD,Gdańsk,1,176.31,176.31
2024-08-06,Suszarka,AGD,Łódź,4,955.34,3821.36
2024-08-06,Poradnik,Książki,Lublin,5,38.39,191.95
2024-08-07,Rower,Sport,Białystok,3,1445.53,4336.59
2024-08-07,Mata do jogi,Sport,Kraków,3,1121.21,3363.63
2024-08-08,Biurko,Meble,Białystok,5,306.02,1530.1
2024-08-08,Bidon,Sport,Białystok,5,1633.41,8167.05
2024-08-08,Hantle,Sport,Białystok,3,507.36,1522.08
2024-08-09,Balsam,Kosmetyki,Łódź,4,93.83,375.32
2024-08-09,Kurtka,Odzież,Łódź,1,339.44,339.44
2024-08-09,Słuchawki,Elektronika,Lublin,5,838.36,4191.8
2024-08-09,Spodnie,Odzież,Gdańsk,5,154.23,771.15
2024-08-09,Auto wyścigowe,Zabawki,Lublin,1,250.25,250.25
2024-08-10,Poradnik,Książki,Wrocław,5,25.1,125.5
2024-08-10,Powieść,Książki,Łódź,5,22.3,111.5
2024-08-10,Półka,Meble,Katowice,5,1298.99,6494.95
2024-08-10,Krem,Kosmetyki,Szczecin,2,73.24,146.48
2024-08-11,Atlas,Książki,Łódź,2,39.36,78.72
2024-08-11,Bidon,Sport,Warszawa,3,991.81,2975.43
2024-08-11,Balsam,Kosmetyki,Poznań,5,49.89,249.45
2024-08-11,Atlas,Książki,Kraków,5,30.89,154.45
2024-08-11,Atlas,Książki,Warszawa,5,47.85,239.25
2024-08-12,Kryminał,Książki,Białystok,4,50.03,200.12
2024-08-12,Szafa,Meble,Kraków,2,1891.65,3783.3
2024-08-12,Żelazko,AGD,Warszawa,2,272.18,544.36
2024-08-12,Kryminał,Książki,Poznań,1,40.91,40.91
2024-08-13,Słuchawki,Elektronika,Warszawa,2,672.1,1344.2
2024-08-13,Serum,Kosmetyki,Poznań,1,115.28,115.28
2024-08-13,Koszulka,Odzież,Gdańsk,3,103.06,309.18
2024-08-13,Balsam,Kosmetyki,Gdańsk,5,140.49,702.45
2024-08-14,Suszarka,AGD,Wrocław,5,1482.71,7413.55
2024-08-15,Szampon,Kosmetyki,Poznań,5,92.89,464.45
2024-08-15,Kurtka,Odzież,Poznań,2,206.57,413.14
2024-08-15,Pluszak,Zabawki,Gdańsk,2,122.0,244.0
2024-08-15,Słuchawki,Elektronika,Kraków,4,2821.05,11284.2
2024-08-15,Smartwatch,Elektronika,Warszawa,1,3155.6,3155.6
2024-08-16,Kurtka,Odzież,Lublin,3,245.68,737.04
2024-08-16,Perfumy,Kosmetyki,Gdańsk,4,177.41,709.64
2024-08-16,Auto wyścigowe,Zabawki,Kraków,2,192.91,385.82
2024-08-16,Mata do jogi,Sport,Lublin,5,763.76,3818.8
2024-08-16,Plecak,Sport,Białystok,4,331.8,1327.2
2024-08-17,Atlas,Książki,Warszawa,4,41.6,166.4
2024-08-17,Krzesło,Meble,Lublin,5,943.96,4719.8
2024-08-17,Balsam,Kosmetyki,Szczecin,4,198.68,794.72
2024-08-17,Powieść,Książki,Warszawa,5,75.1,375.5
2024-08-17,Bluza,Odzież,Białystok,1,57.18,57.18
2024-08-17,Słownik,Książki,Lublin,2,76.84,153.68
2024-08-17,Koszulka,Odzież,Warszawa,3,218.12,654.36
2024-08-18,Szafa,Meble,Poznań,4,1804.7,7218.8
2024-08-18,Koszulka,Odzież,Łódź,2,95.95,191.9
2024-08-18,Żelazko,AGD,Poznań,5,995.76,4978.8
2024-08-18,Mata do jogi,Sport,Wrocław,3,948.95,2846.85
2024-08-18,Bidon,Sport,Gdańsk,4,1558.12,6232.48
2024-08-18,Krzesło,Meble,Łódź,1,1052.6,1052.6
2024-08-19,Słuchawki,Elektronika,Katowice,3,440.8,1322.4
2024-08-19,Krzesło,Meble,Kraków,3,1461.65,4384.95
2024-08-19,Mata do jogi,Sport,Szczecin,2,462.47,924.94
2024-08-19,Spodnie,Odzież,Lublin,1,88.86,88.86
2024-08-19,Suszarka,AGD,Katowice,4,143.51,574.04
2024-08-19,Puzzle,Zabawki,Wrocław,3,241.94,725.82
2024-08-20,Serum,Kosmetyki,Łódź,1,135.42,135.42
2024-08-20,Rower,Sport,Wrocław,3,1651.0,4953.0
2024-08-20,Atlas,Książki,Białystok,2,33.58,67.16
2024-08-20,Serum,Kosmetyki,Poznań,2,98.41,196.82
2024-08-20,Perfumy,Kosmetyki,Katowice,2,167.68,335.36
2024-08-21,Mata do jogi,Sport,Lublin,1,1837.42,1837.42
2024-08-21,Buty,Odzież,Szczecin,4,89.4,357.6
2024-08-21,Laptop,Elektronika,Poznań,4,2178.47,8713.88
2024-08-21,Słownik,Książki,Wrocław,1,69.24,69.24
2024-08-21,Półka,Meble,Wrocław,2,1962.46,3924.92
2024-08-22,Krzesło,Meble,Wrocław,2,1228.23,2456.46
2024-08-22,Ekspres,AGD,Gdańsk,2,612.11,1224.22
2024-08-22,Pluszak,Zabawki,Łódź,4,135.75,543.0
2024-08-22,Buty,Odzież,Warszawa,5,107.11,535.55
2024-08-22,Ekspres,AGD,Gdańsk,1,1236.1,1236.1
2024-08-22,Powieść,Książki,Kraków,3,43.75,131.25
2024-08-22,Klocki,Zabawki,Katowice,2,260.91,521.82
2024-08-22,Atlas,Książki,Wrocław,4,28.19,112.76
2024-08-23,Hantle,Sport,Warszawa,3,938.47,2815.41
2024-08-23,Auto wyścigowe,Zabawki,Wrocław,2,250.54,501.08
2024-08-24,Klocki,Zabawki,Wrocław,1,46.1,46.1
2024-08-24,Szafa,Meble,Warszawa,5,1171.43,5857.15
2024-08-24,Odkurzacz,AGD,Szczecin,4,563.39,2253.56
2024-08-25,Szafa,Meble,Katowice,5,317.21,1586.05
2024-08-25,Plecak,Sport,Katowice,4,908.18,3632.72
2024-08-25,Ekspres,AGD,Katowice,5,1225.75,6128.75
2024-08-25,Buty,Odzież,Białystok,4,103.77,415.08
2024-08-25,Smartwatch,Elektronika,Szczecin,3,3073.48,9220.44
2024-08-26,Serum,Kosmetyki,Łódź,4,133.83,535.32
2024-08-26,Serum,Kosmetyki,Białystok,1,57.58,57.58
2024-08-27,Buty,Odzież,Gdańsk,5,178.52,892.6
2024-08-28,Balsam,Kosmetyki,Gdańsk,1,42.93,42.93
2024-08-28,Kryminał,Książki,Białystok,1,47.83,47.83
2024-08-28,Mikser,AGD,Lublin,2,503.22,1006.44
2024-08-28,Półka,Meble,Kraków,1,497.55,497.55
2024-08-28,Pluszak,Zabawki,Warszawa,1,294.45,294.45
2024-08-28,Smartwatch,Elektronika,Lublin,2,3099.81,6199.62
2024-08-29,Klocki,Zabawki,Warszawa,2,122.32,244.64
2024-08-29,Pluszak,Zabawki,Wrocław,1,250.12,250.12
2024-08-29,Serum,Kosmetyki,Poznań,5,91.93,459.65
2024-08-30,Lalka,Zabawki,Katowice,2,83.72,167.44
2024-08-30,Smartphone,Elektronika,Wrocław,1,3485.59,3485.59
2024-08-30,Hantle,Sport,Wrocław,4,778.21,3112.84
2024-08-30,Perfumy,Kosmetyki,Białystok,3,134.74,404.22
2024-08-30,Kurtka,Odzież,Wrocław,4,290.01,1160.04
2024-08-30,Auto wyścigowe,Zabawki,Warszawa,5,296.95,1484.75
2024-08-30,Klocki,Zabawki,Wrocław,2,74.9,149.8
2024-08-30,Krem,Kosmetyki,Wrocław,4,169.26,677.04
2024-08-31,Ekspres,AGD,Lublin,3,184.05,552.15
2024-08-31,Tablet,Elektronika,Lublin,4,836.88,3347.52
2024-08-31,Krzesło,Meble,Łódź,3,1446.61,4339.83
2024-08-31,Atlas,Książki,Poznań,5,24.04,120.2
2024-08-31,Suszarka,AGD,Białystok,2,947.72,1895.44
2024-09-01,Spodnie,Odzież,Kraków,3,193.18,579.54
2024-09-01,Tablet,Elektronika,Warszawa,4,2813.53,11254.12
2024-09-01,Lalka,Zabawki,Gdańsk,4,202.81,811.24
2024-09-01,Serum,Kosmetyki,Katowice,5,25.58,127.9
2024-09-02,Powieść,Książki,Wrocław,2,39.24,78.48
2024-09-02,Mata do jogi,Sport,Białystok,1,1925.29,1925.29
2024-09-03,Kryminał,Książki,Łódź,1,37.91,37.91
2024-09-03,Powieść,Książki,Łódź,3,69.83,209.49
2024-09-03,Bluza,Odzież,Szczecin,2,195.83,391.66
2024-09-04,Suszarka,AGD,Lublin,5,245.2,1226.0
2024-09-04,Słuchawki,Elektronika,Poznań,4,800.71,3202.84
2024-09-04,Ekspres,AGD,Gdańsk,1,582.95,582.95
2024-09-05,Suszarka,AGD,Kraków,1,321.26,321.26
2024-09-05,Słownik,Książki,Białystok,4,22.22,88.88
2024-09-05,Ekspres,AGD,Warszawa,1,1002.01,1002.01
2024-09-05,Żelazko,AGD,Wrocław,2,302.08,604.16
2024-09-05,Odkurzacz,AGD,Katowice,2,465.75,931.5
2024-09-05,Serum,Kosmetyki,Katowice,3,136.32,408.96
2024-09-05,Poradnik,Książki,Gdańsk,5,65.95,329.75
2024-09-06,Buty,Odzież,Gdańsk,5,141.97,709.85
2024-09-06,Szafa,Meble,Białystok,5,1414.43,7072.15
2024-09-06,Klocki,Zabawki,Warszawa,1,237.75,237.75
2024-09-06,Klocki,Zabawki,Lublin,3,271.01,813.03
2024-09-06,Serum,Kosmetyki,Kraków,2,161.69,323.38
2024-09-07,Kurtka,Odzież,Lublin,2,53.28,106.56
2024-09-07,Suszarka,AGD,Szczecin,1,1339.58,1339.58
2024-09-08,Atlas,Książki,Wrocław,2,73.08,146.16
2024-09-08,Kurtka,Odzież,Białystok,4,335.96,1343.84
2024-09-08,Biurko,Meble,Łódź,5,617.05,3085.25
2024-09-09,Koszulka,Odzież,Poznań,5,313.66,1568.3
2024-09-09,Suszarka,AGD,Gdańsk,2,888.35,1776.7
2024-09-09,Puzzle,Zabawki,Łódź,4,291.35,1165.4
2024-09-09,Szafa,Meble,Poznań,4,291.72,1166.88
2024-09-09,Biurko,Meble,Białystok,4,1087.44,4349.76
2024-09-09,Mata do jogi,Sport,Katowice,5,943.94,4719.7
2024-09-10,Biurko,Meble,Warszawa,1,1764.6,1764.6
2024-09-10,Klocki,Zabawki,Wrocław,2,128.1,256.2
2024-09-10,Odkurzacz,AGD,Kraków,4,807.79,3231.16
2024-09-10,Półka,Meble,Katowice,2,1385.24,2770.48
2024-09-10,Bidon,Sport,Poznań,4,1445.14,5780.56
2024-09-11,Poradnik,Książki,Lublin,5,29.62,148.1
2024-09-11,Poradnik,Książki,Białystok,1,26.84,26.84
2024-09-11,Spodnie,Odzież,Wrocław,4,326.78,1307.12
2024-09-11,Pluszak,Zabawki,Gdańsk,1,193.07,193.07
2024-09-11,Spodnie,Odzież,Wrocław,4,83.99,335.96
2024-09-11,Odkurzacz,AGD,Poznań,2,486.32,972.64
2024-09-11,Pluszak,Zabawki,Wrocław,2,193.52,387.04
2024-09-12,Bluza,Odzież,Białystok,4,123.83,495.32
2024-09-12,Bluza,Odzież,Łódź,2,152.78,305.56
2024-09-12,Półka,Meble,Kraków,2,833.18,1666.36
2024-09-12,Słuchawki,Elektronika,Łódź,1,2870.81,2870.81
2024-09-12,Szafa,Meble,Lublin,4,1992.34,7969.36
2024-09-13,Kurtka,Odzież,Szczecin,2,210.0,420.0
2024-09-14,Kurtka,Odzież,Wrocław,1,245.75,245.75
2024-09-14,Balsam,Kosmetyki,Gdańsk,3,80.25,240.75
2024-09-14,Laptop,Elektronika,Kraków,5,3535.46,17677.3
2024-09-15,Słuchawki,Elektronika,Poznań,4,542.19,2168.76
2024-09-15,Perfumy,Kosmetyki,Szczecin,3,162.2,486.6
2024-09-15,Komoda,Meble,Gdańsk,2,1789.59,3579.18
2024-09-15,Powieść,Książki,Katowice,4,59.73,238.92
2024-09-16,Komoda,Meble,Katowice,5,1206.26,6031.3
2024-09-16,Kryminał,Książki,Gdańsk,2,78.31,156.62
2024-09-16,Laptop,Elektronika,Katowice,4,1192.21,4768.84
2024-09-16,Poradnik,Książki,Wrocław,5,41.1,205.5
2024-09-16,Kurtka,Odzież,Wrocław,1,336.5,336.5
2024-09-16,Auto wyścigowe,Zabawki,Warszawa,1,205.23,205.23
2024-09-16,Kryminał,Książki,Gdańsk,3,55.49,166.47
2024-09-16,Kurtka,Odzież,Białystok,1,301.87,301.87
2024-09-16,Krzesło,Meble,Szczecin,2,1004.23,2008.46
2024-09-17,Lalka,Zabawki,Białystok,4,254.87,1019.48
2024-09-17,Bluza,Odzież,Warszawa,4,272.57,1090.28
2024-09-17,Lalka,Zabawki,Kraków,5,73.37,366.85
2024-09-17,Szafa,Meble,Szczecin,3,1872.04,5616.12
2024-09-17,Puzzle,Zabawki,Kraków,2,121.36,242.72
2024-09-18,Komoda,Meble,Wrocław,2,940.1,1880.2
2024-09-18,Krzesło,Meble,Kraków,1,383.37,383.37
2024-09-18,Krem,Kosmetyki,Katowice,1,159.14,159.14
2024-09-18,Suszarka,AGD,Kraków,1,686.36,686.36
2024-09-18,Kryminał,Książki,Szczecin,5,28.03,140.15
2024-09-18,Smartwatch,Elektronika,Katowice,2,574.7,1149.4
2024-09-19,Puzzle,Zabawki,Kraków,5,145.68,728.4
2024-09-19,Szampon,Kosmetyki,Lublin,3,138.12,414.36
2024-09-20,Poradnik,Książki,Wrocław,1,37.5,37.5
2024-09-20,Kurtka,Odzież,Szczecin,2,107.31,214.62
2024-09-20,Kryminał,Książki,Wrocław,3,37.36,112.08
2024-09-21,Spodnie,Odzież,Białystok,2,79.9,159.8
2024-09-21,Odkurzacz,AGD,Katowice,2,1401.89,2803.78
2024-09-21,Atlas,Książki,Łódź,2,42.58,85.16
2024-09-21,Buty,Odzież,Gdańsk,2,192.01,384.02
2024-09-21,Laptop,Elektronika,Kraków,1,1881.8,1881.8
2024-09-22,Plecak,Sport,Białystok,3,1956.45,5869.35
2024-09-23,Tablet,Elektronika,Szczecin,2,3512.82,7025.64
2024-09-23,Atlas,Książki,Łódź,2,40.58,81.16
2024-09-23,Auto wyścigowe,Zabawki,Białystok,1,279.78,279.78
2024-09-23,Smartphone,Elektronika,Lublin,1,956.88,956.88
2024-09-24,Suszarka,AGD,Szczecin,2,252.0,504.0
2024-09-24,Lalka,Zabawki,Łódź,1,281.7,281.7
2024-09-24,Smartwatch,Elektronika,Gdańsk,3,822.56,2467.68
2024-09-25,Bluza,Odzież,Lublin,5,227.9,1139.5
2024-09-26,Komoda,Meble,Lublin,3,440.1,1320.3
2024-09-26,Mikser,AGD,Łódź,5,437.36,2186.8
2024-09-26,Bidon,Sport,Łódź,4,1134.95,4539.8
2024-09-27,Krzesło,Meble,Szczecin,1,540.62,540.62
2024-09-27,Odkurzacz,AGD,Poznań,4,1489.99,5959.96
2024-09-27,Żelazko,AGD,Kraków,5,868.33,4341.65
2024-09-28,Ekspres,AGD,Katowice,1,1449.4,1449.4
2024-09-28,Perfumy,Kosmetyki,Lublin,5,85.47,427.35
2024-09-29,Hantle,Sport,Lublin,3,409.31,1227.93
2024-09-29,Koszulka,Odzież,Poznań,2,76.44,152.88
2024-09-30,Ekspres,AGD,Katowice,5,975.03,4875.15
2024-09-30,Auto wyścigowe,Zabawki,Lublin,5,159.89,799.45
2024-10-01,Szafa,Meble,Lublin,4,395.23,1580.92
2024-10-01,Puzzle,Zabawki,Białystok,4,249.15,996.6
2024-10-01,Biurko,Meble,Gdańsk,1,1307.34,1307.34
2024-10-01,Koszulka,Odzież,Wrocław,2,129.52,259.04
2024-10-01,Biurko,Meble,Warszawa,1,1709.55,1709.55
2024-10-02,Poradnik,Książki,Gdańsk,2,71.52,143.04
2024-10-02,Rower,Sport,Kraków,2,1929.6,3859.2
2024-10-02,Szampon,Kosmetyki,Łódź,5,113.47,567.35
2024-10-02,Atlas,Książki,Kraków,1,31.74,31.74
2024-10-02,Buty,Odzież,Warszawa,2,381.36,762.72
2024-10-03,Szampon,Kosmetyki,Katowice,4,42.37,169.48
2024-10-03,Poradnik,Książki,Białystok,2,60.14,120.28
2024-10-03,Plecak,Sport,Warszawa,2,331.09,662.18
2024-10-03,Krzesło,Meble,Szczecin,5,1352.85,6764.25
2024-10-03,Koszulka,Odzież,Warszawa,3,152.1,456.3
2024-10-03,Poradnik,Książki,Kraków,4,74.54,298.16
2024-10-04,Laptop,Elektronika,Kraków,1,1810.05,1810.05
2024-10-04,Mikser,AGD,Lublin,3,729.14,2187.42
2024-10-04,Spodnie,Odzież,Gdańsk,1,81.27,81.27
2024-10-05,Bluza,Odzież,Łódź,2,255.55,511.1
2024-10-05,Perfumy,Kosmetyki,Białystok,4,67.72,270.88
2024-10-05,Serum,Kosmetyki,Katowice,5,27.52,137.6
2024-10-05,Szafa,Meble,Łódź,2,460.57,921.14
2024-10-05,Krzesło,Meble,Białystok,4,1045.49,4181.96
2024-10-06,Kurtka,Odzież,Łódź,2,380.22,760.44
2024-10-06,Szampon,Kosmetyki,Szczecin,5,127.56,637.8
2024-10-06,Szampon,Kosmetyki,Łódź,5,37.35,186.75
2024-10-06,Krem,Kosmetyki,Warszawa,5,164.75,823.75
2024-10-07,Kurtka,Odzież,Warszawa,4,74.4,297.6
2024-10-07,Serum,Kosmetyki,Wrocław,3,168.24,504.72
2024-10-08,Bluza,Odzież,Białystok,4,179.09,716.36
2024-10-08,Klocki,Zabawki,Kraków,5,135.45,677.25
2024-10-08,Bluza,Odzież,Gdańsk,3,114.37,343.11
2024-10-08,Koszulka,Odzież,Katowice,2,100.05,200.1
2024-10-09,Lalka,Zabawki,Białystok,4,73.16,292.64
2024-10-09,Żelazko,AGD,Szczecin,4,736.15,2944.6
2024-10-09,Hantle,Sport,Gdańsk,2,811.37,1622.74
2024-10-09,Koszulka,Odzież,Warszawa,4,185.9,743.6
2024-10-09,Powieść,Książki,Katowice,5,32.82,164.1
2024-10-09,Rower,Sport,Katowice,3,1428.27,4284.81
2024-10-10,Lalka,Zabawki,Poznań,3,111.33,333.99
2024-10-10,Mikser,AGD,Wrocław,1,484.04,484.04
2024-10-10,Biurko,Meble,Kraków,5,623.12,3115.6
2024-10-10,Poradnik,Książki,Gdańsk,1,26.93,26.93
2024-10-10,Słownik,Książki,Białystok,2,58.68,117.36
2024-10-11,Auto wyścigowe,Zabawki,Poznań,1,269.31,269.31
2024-10-11,Komoda,Meble,Gdańsk,5,439.57,2197.85
2024-10-11,Słownik,Książki,Białystok,5,75.15,375.75
2024-10-12,Pluszak,Zabawki,Wrocław,1,104.14,104.14
2024-10-12,Laptop,Elektronika,Białystok,3,876.37,2629.11
2024-10-12,Puzzle,Zabawki,Katowice,1,295.47,295.47
2024-10-12,Balsam,Kosmetyki,Gdańsk,1,27.19,27.19
2024-10-12,Plecak,Sport,Poznań,1,70.85,70.85
2024-10-13,Tablet,Elektronika,Katowice,4,2044.15,8176.6
2024-10-13,Lalka,Zabawki,Warszawa,3,32.74,98.22
2024-10-13,Serum,Kosmetyki,Gdańsk,3,63.06,189.18
2024-10-14,Smartwatch,Elektronika,Białystok,3,2143.75,6431.25
2024-10-14,Żelazko,AGD,Szczecin,1,1228.09,1228.09
2024-10-14,Ekspres,AGD,Łódź,5,1164.93,5824.65
2024-10-14,Kryminał,Książki,Łódź,2,42.18,84.36
2024-10-14,Półka,Meble,Lublin,4,359.42,1437.68
2024-10-14,Krzesło,Meble,Kraków,4,1148.19,4592.76
2024-10-14,Suszarka,AGD,Łódź,5,878.92,4394.6
2024-10-15,Atlas,Książki,Poznań,4,61.65,246.6
2024-10-15,Laptop,Elektronika,Gdańsk,5,813.38,4066.9
2024-10-15,Laptop,Elektronika,Kraków,5,3646.33,18231.65
2024-10-16,Powieść,Książki,Białystok,4,71.3,285.2
2024-10-16,Suszarka,AGD,Wrocław,2,724.71,1449.42
2024-10-17,Spodnie,Odzież,Kraków,4,390.53,1562.12
2024-10-17,Smartwatch,Elektronika,Szczecin,4,1951.46,7805.84
2024-10-18,Poradnik,Książki,Kraków,4,25.51,102.04
2024-10-18,Mata do jogi,Sport,Katowice,2,1066.6,2133.2
2024-10-18,Pluszak,Zabawki,Lublin,3,51.07,153.21
2024-10-18,Klocki,Zabawki,Wrocław,5,57.98,289.9
2024-10-18,Bidon,Sport,Gdańsk,3,965.31,2895.93
2024-10-19,Smartphone,Elektronika,Poznań,2,1668.95,3337.9
2024-10-19,Mata do jogi,Sport,Łódź,4,632.82,2531.28
2024-10-19,Pluszak,Zabawki,Szczecin,2,195.42,390.84
2024-10-19,Plecak,Sport,Lublin,4,218.95,875.8
2024-10-19,Klocki,Zabawki,Poznań,1,74.49,74.49
2024-10-19,Lalka,Zabawki,Białystok,2,98.3,196.6
2024-10-20,Odkurzacz,AGD,Wrocław,3,1420.59,4261.77
2024-10-20,Szafa,Meble,Wrocław,2,696.36,1392.72
2024-10-20,Szafa,Meble,Lublin,1,294.92,294.92
2024-10-20,Krzesło,Meble,Gdańsk,1,1144.48,1144.48
2024-10-20,Klocki,Zabawki,Lublin,3,179.7,539.1
2024-10-20,Suszarka,AGD,Szczecin,1,272.53,272.53
2024-10-21,Krzesło,Meble,Wrocław,4,1098.82,4395.28
2024-10-21,Mata do jogi,Sport,Lublin,3,260.33,780.99
2024-10-21,Laptop,Elektronika,Katowice,2,2708.67,5417.34
2024-10-21,Ekspres,AGD,Katowice,4,1080.08,4320.32
2024-10-21,Hantle,Sport,Gdańsk,3,781.29,2343.87
2024-10-22,Lalka,Zabawki,Wrocław,4,48.4,193.6
2024-10-22,Rower,Sport,Katowice,1,578.34,578.34
2024-10-22,Smartwatch,Elektronika,Kraków,1,2894.77,2894.77
2024-10-22,Biurko,Meble,Lublin,2,619.7,1239.4
2024-10-22,Rower,Sport,Białystok,5,1911.68,9558.4
2024-10-22,Biurko,Meble,Warszawa,5,604.51,3022.55
2024-10-23,Atlas,Książki,Gdańsk,5,53.2,266.0
2024-10-23,Bluza,Odzież,Białystok,5,286.27,1431.35
2024-10-23,Plecak,Sport,Warszawa,1,614.51,614.51
2024-10-24,Smartwatch,Elektronika,Katowice,2,1921.96,3843.92
2024-10-24,Komoda,Meble,Kraków,1,1439.28,1439.28
2024-10-24,Bidon,Sport,Białystok,1,47.59,47.59
2024-10-24,Laptop,Elektronika,Wrocław,2,544.03,1088.06
2024-10-25,Serum,Kosmetyki,Poznań,2,25.18,50.36
2024-10-25,Serum,Kosmetyki,Gdańsk,1,141.96,141.96
2024-10-25,Komoda,Meble,Kraków,2,320.86,641.72
2024-10-25,Perfumy,Kosmetyki,Warszawa,4,139.65,558.6
2024-10-25,Powieść,Książki,Łódź,5,63.57,317.85
2024-10-26,Laptop,Elektronika,Szczecin,3,835.97,2507.91
2024-10-26,Koszulka,Odzież,Łódź,3,203.72,611.16
2024-10-26,Biurko,Meble,Poznań,4,137.29,549.16
2024-10-26,Pluszak,Zabawki,Gdańsk,2,299.79,599.58
2024-10-27,Kurtka,Odzież,Gdańsk,5,122.41,612.05
2024-10-27,Kurtka,Odzież,Łódź,4,174.49,697.96
2024-10-27,Szampon,Kosmetyki,Warszawa,5,194.5,972.5
2024-10-27,Smartwatch,Elektronika,Lublin,3,1274.79,3824.37
2024-10-28,Półka,Meble,Białystok,3,1676.97,5030.91
2024-10-28,Słuchawki,Elektronika,Warszawa,2,3206.57,6413.14
2024-10-28,Kryminał,Książki,Łódź,4,21.22,84.88
2024-10-28,Mikser,AGD,Wrocław,5,243.79,1218.95
2024-10-28,Suszarka,AGD,Wrocław,1,395.67,395.67
2024-10-29,Atlas,Książki,Poznań,4,51.96,207.84
2024-10-29,Komoda,Meble,Lublin,2,1738.18,3476.36
2024-10-29,Krem,Kosmetyki,Łódź,3,164.15,492.45
2024-10-30,Rower,Sport,Kraków,3,517.8,1553.4
2024-10-30,Buty,Odzież,Łódź,4,362.23,1448.92
2024-10-30,Mata do jogi,Sport,Wrocław,5,114.99,574.95
2024-10-30,Laptop,Elektronika,Lublin,5,3213.61,16068.05
